title,author,publish_date,synopsis,genre,purchase_link,img_link
Tomas Nevinson (Hardback),Javier Marias,"Tomás Nevinson has left the secret service and returned to his old job working in the British Embassy in Madrid. Assumed dead by his wife Berta, Tomás attempts to resume his previous life and heal from his psychological wounds. But when he is contacted by his old boss, Bertram Tupra, Nevinson reluctantly becomes involved in a plan to locate and eliminate a woman believed to have helped orchestrate the 1987 Hipercor bombing. Detonated by the ETA, a Basque separatist group, the bomb killed 21 people and injured 45. Full of mesmerising intrigue, Tomás Nevinson offers a deep reflection into the moral dilemma of whether the killing of a presumed criminal can be justified. Marías' meticulous insight and dazzling intellectual vigour show why he is so often said to be Spain's greatest writer.",2023-03-30,"['crime', 'thrillers', 'mystery', 'thrillers', 'espionage', 'spythrillers', '', 'fiction', 'modern', 'contemporaryfiction', 'crime', 'thrillers', 'mystery', 'crime', 'mystery']",https://www.waterstones.com/book/tomas-nevinson/javier-marias/margaret-jull-costa/9780241568613,https://cdn.waterstones.com/override/v1/large/9780/2415/9780241568613.jpg
Eleven Liars - Ben Harper (Hardback),Robert Gold,"PRE-ORDER ROBERT GOLD'S NEW BLOCKBUSTER THRILLER AND BE THE FIRST TO READ IT***Whether you're already a fan of TWELVE SECRETS or whether you're discovering Robert Gold for the first time, ELEVEN LIARS will have you glued to the pages***'A plot full of shocking twists where every character leads you in a different direction. I loved it!' KARIN SLAUGHTERPRAISE FOR ROBERT GOLD'Superb' LISA JEWELL 'This is what every other thriller aspires to be' Reader Review'Utterly absorbing' SHARI LAPENA'Excellent' LEE CHILD'My new favourite author' Read Review'One of a kind' JAMES PATTERSON___________________Journalist Ben Harper is on his way home when he sees the flames in the churchyard. The derelict community centre is on fire. And somebody is trapped inside. With Ben's help the person escapes, only to flee the scene before they can be identified. Now the small town of Haddley is abuzz with rumours. Was this an accident, or arson?Then a skeleton is found in the burnt-out foundations.And when the identity of the victim is revealed, Ben is confronted with a crime that is terrifyingly close to home. As he uncovers a web of deceit and destruction that goes back decades, Ben quickly learns that in this small town, everybody has something to hide.",2023-03-30,"['crime', 'thrillers', 'mystery', 'crime', 'mystery']",https://www.waterstones.com/book/eleven-liars/robert-gold/9780751582789,https://cdn.waterstones.com/bookjackets/large/9780/7515/9780751582789.jpg
To Battersea Park (Hardback),Philip Hensher,"An order is issued. A population may not meet, or touch or speak to each other. They stay inside, and the reality of a few streets in a capital city emerges. An underground river is discovered; an urban grove of pomeloes emerges. The imagination reaches out, and makes sense of the world. By the sea, two men walk into a future of uncertain violence. There is time now to see the human dramas within a hundred yards (an abduction, a quiet breakdown, an outbreak of violence, a young mind beginning to stretch itself); to wait for the weather to change; to understand that what lies underneath this part of the city are seasonally wet pastures and woodlands. Written in four parts, To Battersea Park explores the strata and sediment of a single place and time. It shows what brings us together, through love, through the clashes of what we want to do and what the world wants to do with us. Set in a large crowded city where we are forbidden to approach strangers, this is about what we share: humanity, imagination, and the love that emerges from many acts of telling.",2023-03-30,"['fiction', 'modern', 'contemporaryfiction', '', 'politics', 'society', 'education', 'politics', 'government', 'politicalcontrol', 'freedoms']",https://www.waterstones.com/book/to-battersea-park/philip-hensher/9780008323110,https://cdn.waterstones.com/bookjackets/large/9780/0083/9780008323110.jpg
The Anniversary (Hardback),Stephanie Bishop,"Novelist J.B. Blackwood is on a cruise with her husband, Patrick, to celebrate their wedding anniversary. Her former professor, Patrick is much older than J.B.. But when they met, he seemed somehow ageless, as all new gods appear in the eyes of those who worship them. He is a film director. A cult figure. But now his success is starting to wane and J.B. is on the cusp of winning a major literary prize. Her art has been forever overseen by him, now it may overshadow his. For days they sail in the sun. They lie about drinking, reading, sleeping, having sex. There is nothing but dark water all around them. Then a storm hits and Patrick falls off the ship. J.B. is left alone, as the search for what happened to Patrick - and the truth about their marriage - begins.",2023-03-30,"['fiction', 'modern', 'contemporaryfiction', '', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/the-anniversary/stephanie-bishop/9781474626132,https://cdn.waterstones.com/bookjackets/large/9781/4746/9781474626132.jpg
The Tour: The Story of the England Cricket Team Overseas 1877-2022 (Hardback),Simon Wilde,"An England cricket tour is a unique phenomenon, with its own pressures, challenges and remarkable highlights. It presents its participants - shorn of the usual support networks they enjoy at home - with a prolonged test of skill, physical stamina and mental resilience. Now Simon Wilde, author of the acclaimed England: The Biography, examines in The Tour the delicate chemistry that makes for a successful tour and why others disintegrate so badly. Since the 19th century, England has been sending its cricket teams around the world to take on their rivals. Initially, these trips were undertaken by boat, meaning players could be away for many months, often in alien conditions. With air travel reducing journey time and facilities much improved, the challenges still remain: homesickness, isolation, hostile crowds - not to mention an opposition determined to win at all costs. For some, the experience can be too much, while others thrive in the heat and dust of battle. The Tour looks at all aspects of the history of England's cricketers abroad, including the burden placed on the captain, who is expected to combine on-field acumen with the deft touch of an ambassador off it. There have been diplomatic incidents aplenty, from Douglas Jardine's Bodyline tactics to Len Hutton's tour of the Caribbean, as well as the special pressures of playing in countries such as India and Pakistan during periods of unrest. Touring has never lost its romance. There have been serious scrapes, from court cases to car crashes, but also much fun, whether joining in with the Barmy Army or David Gower famously taking a Tiger Moth for a spin. Wilde explains how this seemingly anachronistic activity has been adapted from an instrument of imperial soft power to a relentless cricket circus that never ends. Simon Wilde has once again created a masterpiece of insight, information and entertainment, an aspect of cricketing life that few will ever forget: the tour.",2023-03-30,"['sportsbooks', 'cricket']",https://www.waterstones.com/book/the-tour/simon-wilde/9781471198489,https://cdn.waterstones.com/bookjackets/large/9781/4711/9781471198489.jpg
The Valkyrie (Hardback),Kate Heartfield,"Brynhild is a Valkyrie: shieldmaiden of the Allfather, chooser of the slain. But now she too has fallen, flightless in her exile. Gudrun is a princess of Burgundy, a daughter of the Rhine, a prize for an invading king - a king whose brother Attila has other plans, and a dragon to call upon. And in the songs to be sung, there is another hero: Sigurd, a warrior with a sword sharper than the new moon. As the legends tell, these names are destined to be lovers, fated as enemies. But here on Midgard, legends can be lies... For not all heroes are heroic, nor all monsters monstrous. And a shieldmaiden may yet find that love is the greatest weapon of all.",2023-03-30,"['spirituality', 'beliefs', 'religion', 'otherreligions', 'ancientreligions', 'mythologies', '', 'sciencefiction', 'fantasy', 'horror', 'fantasy', 'romanticfiction', 'fantasyromance']",https://www.waterstones.com/book/the-valkyrie/kate-heartfield/9780008567736,https://cdn.waterstones.com/bookjackets/large/9780/0085/9780008567736.jpg
"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Enquiry and Hope (Hardback)",Sarah Bakewell,"The bestselling, prizewinning author of How to Live and At the Existentialist Cafe explores 700 years of writers, thinkers, scientists and artists, all trying to understand what it means to be truly human. If you are reading this, it's likely you already have some affinity with humanism, even if you don't think of yourself in those terms. You may be drawn to literature and the humanities. You may prefer to base your moral choices on fellow-feeling and responsibility to others rather than on religious commandments. Or you may simply believe that individual lives are more important than grand political visions or dogmas. If any of these apply, you are part of a long tradition of humanist thought, and you share that tradition with many extraordinary individuals through history who have put rational enquiry, cultural richness, freedom of thought and a sense of hope at the heart of their lives. Humanly Possible introduces us to some of these people, as it asks what humanism is and why it has flourished for so long, despite opposition from fanatics, mystics and tyrants. It is a book brimming with ideas, personalities and experiments in living - from Erasmus to Esperanto, from anatomists to agnostics, from Christine de Pizan to Bertrand Russell to Zora Neale Hurston. It joyfully celebrates open-mindedness, optimism, freedom and the power of the here and now - humanist values which have helped steer us through dark times in the past, and which are just as urgently needed in our world today.",2023-03-30,"['politics', 'society', 'education', 'society', 'culture', 'culturalstudies', 'historyofideas', '', 'biography', 'truestories', 'generalbiography', 'history', 'historicalevents', 'topics']",https://www.waterstones.com/book/humanly-possible/sarah-bakewell/9781784741662,https://cdn.waterstones.com/bookjackets/large/9781/7847/9781784741662.jpg
Infinity Gate - The Pandominion (Hardback),M. R. Carey,"From the international bestselling M. R. Carey comes a thrilling novel set in the multiverse - the tale of humanity's expansion across millions of dimensions, and the AI technology that might see it all come to an end... Infinity is only the beginning. The Pandominion: a political and trading alliance of a million worlds - except that they're really just the one world, Earth, in many different realities. And when an AI threat arises that could destroy everything the Pandominion has built, they'll eradicate it by whatever means necessary, no matter the cost to human life. Scientist Hadiz Tambuwal is looking for a solution to her own Earth's environmental collapse when she stumbles across the secret of inter-dimensional travel. It could save everyone on her dying planet, but now she's walked into the middle of a war on a scale she never dreamed of. And she needs to choose a side before it kills her.",2023-03-30,"['sciencefiction', 'fantasy', 'horror', 'sciencefiction', '', 'sciencefiction', 'fantasy', 'horror', 'sciencefiction', 'spaceopera']",https://www.waterstones.com/book/infinity-gate/m-r-carey/9780356518015,https://cdn.waterstones.com/bookjackets/large/9780/3565/9780356518015.jpg
The Battle of Maldon: Together with the Homecoming of Beorhtnoth (Hardback),J. R. R. Tolkien,"First ever standalone edition of one of J.R.R. Tolkien's most important poetic dramas, that explores timely themes such as the nature of heroism and chivalry during war, and which features unpublished and never-before-seen texts and drafts. In 991 AD, vikings attacked an Anglo-Saxon defence-force led by their duke, Beorhtnoth, resulting in brutal fighting along the banks of the river Blackwater, near Maldon in Essex. The attack is widely considered one of the defining conflicts of tenth-century England, due to it being immortalised in the poem, The Battle of Maldon. Written shortly after the battle, the poem now survives only as a 325-line fragment, but its value to today is incalculable, not just as an heroic tale but in vividly expressing the lost language of our ancestors and celebrating ideals of loyalty and friendship. J.R.R. Tolkien considered The Battle of Maldon 'the last surviving fragment of ancient English heroic minstrelsy'. It would inspire him to compose, during the 1930s, his own dramatic verse-dialogue, The Homecoming of Beorhtnoth Beorhthelm's Son, which imagines the aftermath of the great battle when two of Beorhtnoth's retainers come to retrieve their duke's body. Leading Tolkien scholar, Peter Grybauskas, presents for the very first time J.R.R. Tolkien's own prose translation of The Battle of Maldon together with the definitive treatment of The Homecoming of Beorhtnoth and its accompanying essays; also included and never before published is Tolkien's bravura lecture, 'The Tradition of Versification in Old English', a wide-ranging essay on the nature of poetic tradition. Illuminated with insightful notes and commentary, he has produced a definitive critical edition of these works, and argues compellingly that, Beowulf excepted, The Battle of Maldon may well have been 'the Old English poem that most influenced Tolkien's fiction', most dramatically within the pages of The Lord of the Rings.",2023-03-30,"['sciencefiction', 'fantasy', 'horror', 'fantasy', '', 'poetry', 'drama', 'criticism', 'poetry', 'poetry', 'drama', 'criticism', 'poetry', 'individualpoets']",https://www.waterstones.com/book/the-battle-of-maldon/j-r-r-tolkien/peter-grybauskas/9780008465827,https://cdn.waterstones.com/bookjackets/large/9780/0084/9780008465827.jpg
Antimatter Blues: A Mickey7 Novel - A Mickey7 Novel (Hardback),Edward Ashton,"The thrilling follow-up to Mickey7, soon to be a major motion picture by Academy Award-winning director Bong Joon-Ho.Surviving isn't living, even for an Expendable. Mickey7's antimatter gambit paid off. He's out of the Expendable game and doing whatever else he can to help support the threatened colony on the ice world Niflheim. But the colony now desperately needs the one thing he doesn't want to give them: the antimatter in the bomb he claimed the alien creepers have. Without it, the colony won't survive the coming years. With it, the colony leader can finally get rid of Mickey7 for good. But the planet's indigenous races have their own plans for Mickey7 and the human colony. They want the colony resources, all of them, and they won't stop until they've devoured every last scrap.",2023-03-30,"['sciencefiction', 'fantasy', 'horror', 'sciencefiction']",https://www.waterstones.com/book/antimatter-blues/edward-ashton/9781786188601,https://cdn.waterstones.com/bookjackets/large/9781/7861/9781786188601.jpg
The Art of Friday Night Dinner: Recipes for the best night of the week (Hardback),Eleanor Steafel,"You've made it to Friday, now what are you going to eat? Having spent years gathering friends around her kitchen table, Eleanor has perfected the art of Friday night dinner. It usually starts with a sip of something cold and ends with friends tipsily heading home, full and happy. But most importantly, there's always something good to eat. Here are more than a hundred recipes for the best night of the week. If you're planning to spend the evening on the sofa, have your closest friend over or even host the masses, why not try Ellie's fail-safe crowdpleasers: Baked potato with hot smoked salmon, soured cream and pickled radishes Bucatini with mushroom cream and crispy sage Sausages with lemony, caraway cabbage and apples Roast chicken with chicken juice rice and orange and onion salad Ginger, prune and PX cake with cardamom custard So, fill your favourite glass, choose something mouth-watering to cook and embrace all that Friday night has to offer.",2023-03-30,"['food', 'drink', 'generalcookery', 'recipes', '', 'food', 'drink', 'cookerydishes', 'courses']",https://www.waterstones.com/book/the-art-of-friday-night-dinner/eleanor-steafel/9781526643605,https://cdn.waterstones.com/bookjackets/large/9781/5266/9781526643605.jpg
Great and Horrible News: Murder and Mayhem in Early Modern Britain (Hardback),Blessin Adams,"Nine historic crimes. One familiar obsession. In early modern England, murder truly was most foul. Trials were gossipy events packed to the rafters with noisome spectators. Executions were public proceedings which promised not only gore, but desperate confessions and the grandest, most righteous human drama. Bookshops saw grisly stories of crime and death sell like hot cakes. This history unfolds the true stories of murder, criminal investigation, early forensic techniques, high court trials and so much more. In thrilling narrative, we follow a fugitive killer through the streets of London, citizen detectives clamouring to help officials close the net. We untangle the mystery of a suspected staged suicide through the newly emerging science of forensic pathology. We see a mother trying to clear her dead daughter's name while other women faced the accusations - sometimes true and sometimes not - of murdering their own children. These stories are pieced together from original research using coroner's inquests, court records, parish archives, letters, diaries and the cheap street pamphlets that proliferated to satisfy a voracious public. These intensely personal stories portray the lives of real people as they confronted the extraordinary crises of murder, infanticide, miscarriage and suicide. Many historical laws and attitudes concerning death and murder may strike us as exceptionally cruel, and yet many still remind us that some things never change: we are still fascinated by narratives of murder and true crime, murder trials today continue to be grand public spectacles, female killers are frequently cast as aberrant objects of public hatred and sexual desire, and suicide remains a sin within many religious organisations and was a crime in England until the 1960s. Great and Horrible News! explores the strange history of death and murder in early modern England, yet the stories within may appear shockingly familiar.",2023-03-30,"['crime', 'thrillers', 'mystery', 'truecrime', '', 'biography', 'truestories', 'truestories', 'truestoriesofheroism', 'endurance', 'survival', 'history', 'regional', 'nationalhistory', 'europe']",https://www.waterstones.com/book/great-and-horrible-news/blessin-adams/9780008500221,https://cdn.waterstones.com/bookjackets/large/9780/0085/9780008500221.jpg
A Most Intriguing Lady (Hardback),Sarah Ferguson Duchess of York,"'She's done it again, and I bet this one will be even more successful.' Jeffrey Archer 'If you loved Her Heart for a Compass, you will love A Most Intriguing Lady' Sunday Times bestselling author Fern Britton 'Written with an incredible eye for detail of the historical setting, this wonderful romantic tale will earn your respect and keep you entertained' Adele Parks 'A rollicking, romantic tale of love and intrigue in aristocratic Victorian Scotland. Sarah Ferguson's fascinatingly detailed novel kept me turning the pages as it's very entertaining.' Dame Joan Collins 'A wonderful and colourful romance, well-researched, well-realised, and rich in historical detail. In short, another beguiling read from the Duchess of York'Lord Julian Fellowes 'A fantastic historical mystery with plenty of passion as you would expect from the Duchess of York. A triumph'New York Times bestselling author Roma Downey OBE 'Fast paced, romantic and good fun, this is a modern take on a classic period, with delightful characters to boot.' Candis Magazine  Scandals, seduction and secrets... and one woman's quest to uncover the truth. The most intriguing historical romance of 2023. Perfect for fans of Bridgerton.   Wallflower Lady Mary Montagu Douglas Scott has a secret. Moving effortlessly unnoticed amongst the ballrooms and palaces of Queen Victoria, her sharp intelligence and keen powers of observation allow her to quietly solve society crimes - coming to the rescue of those whose pride and fortune is at stake. Overlooked and underestimated, Mary finds missing money, recovers stolen jewellery and saves reputations. When she meets Colonel Walter Trefusis, an unlikely and spirited alliance is formed. But Mary has more than met her match in her sleuthing partner. As she battles the expectations of society and her family, Mary must follow her heart - whatever the cost...",2023-03-30,"['romanticfiction', 'historicalromance', '', 'fiction', 'modern', 'contemporaryfiction', 'crime', 'thrillers', 'mystery', 'crime', 'mystery']",https://www.waterstones.com/book/a-most-intriguing-lady/sarah-ferguson-duchess-of-york/9780008512972,https://cdn.waterstones.com/bookjackets/large/9780/0085/9780008512972.jpg
